svr_id,svr_asset_id,svr_sn,svr_device_name,svr_device_type_tencent,svr_device_type,svr_type,svr_current_status,svr_idc_name,svr_idc_id,svr_vm_index,svr_rack_name,svr_succeed_asset_id,svr_pos_id,svr_device_height,svr_logic_area,svr_device_descript,svr_lan_ip,svr_wan_ip,svr_wan_eip,svr_raid_type,svr_os_name,svr_agent_version,svr_producer,svr_bussiness,svr_bussiness_id,svr_first_use_time,svr_update_time,svr_insert_time,svr_kernel_version,svr_maintainer,is_double_bonding,svr_mon_proc,svr_mon_port,svr_netif_info,appid,zhiyun_ext_string1,zhiyun_ext_string2,zhiyun_ext_int1,zhiyun_ext_int2,svr_os_type,region_name,zone_name,is_user_define_model,svr_belonging_products
239,TYSV19030349,2102312LEQ10K3000231,TKO-VPC母机,NULL,Y0-M35-10,0,2,DC-TKO,1002,0,0101-C21,TYSV19030349,13,2U,ServerFarm bonding区1,Y0-M35-10(6133*2/16G*24/480G*1/10GE*2),10.1.0.158,NULL,NULL,NORAID,Tencent tlinux release 2.2 (Final3),NULL,HW,NULL,306,NULL,NULL,2019-05-25 10:17:22,NULL,NULL,0,NULL,NULL,bond0  a2:9c:38:e6:9d:56|bond1 10.1.0.158 f4:1d:6b:f8:82:d4|eth0  f4:1d:6b:f8:82:d4|eth1  f4:1d:6b:f8:82:d4|gre0  fe:ff:ff:ff:ff:ff|lo 127.0.0.1 00:00:00:00:00:00|vbr0  fe:ff:ff:ff:ff:ff,0,NULL,NULL,0,0,NULL,hongkong,hkaz2,0,1
240,TYSV1903036T,2102312LEQ10K3000164,TKO-VPC母机,NULL,Y0-M35-10,0,2,DC-TKO,1002,0,0101-C21,TYSV1903036T,12,2U,ServerFarm bonding区1,Y0-M35-10(6133*2/16G*24/480G*1/10GE*2),10.1.0.156,NULL,NULL,NORAID,Tencent tlinux release 2.2 (Final3),NULL,HW,NULL,306,NULL,NULL,2019-05-25 10:17:22,NULL,NULL,0,NULL,NULL,bond0  fa:6b:6f:f4:b5:f9|bond1 10.1.0.156 fc:bc:d1:b6:73:59|eth0  fc:bc:d1:b6:73:59|eth1  fc:bc:d1:b6:73:59|gre0  fe:ff:ff:ff:ff:ff|gre66476  fe:ff:ff:ff:ff:ff|gre67264  fe:ff:ff:ff:ff:ff|lo 127.0.0.1 00:00:00:00:00:00|vbr0  fe:ff:ff:ff:ff:ff|vbr66476  fe:54:00:ba:fe:e8|vbr67264  fe:54:00:48:94:90|veth_489490f1  fe:54:00:48:94:90|veth_96120405  fe:54:00:96:12:04|veth_BAFEE838  fe:54:00:ba:fe:e8|veth_E983D09e  fe:54:00:e9:83:d0|veth_F63D0A35  fe:54:00:f6:3d:0a,0,NULL,NULL,0,0,NULL,hongkong,hkaz2,0,1
241,TYSV19030348,2102312LEQ10K3000230,TKO-VPC母机,NULL,Y0-M35-10,0,2,DC-TKO,1002,0,0101-C21,TYSV19030348,11,2U,ServerFarm bonding区1,Y0-M35-10(6133*2/16G*24/480G*1/10GE*2),10.1.0.154,NULL,NULL,NORAID,Tencent tlinux release 2.2 (Final3),NULL,HW,NULL,306,NULL,NULL,2019-05-25 10:17:22,NULL,NULL,0,NULL,NULL,bond0  ba:17:05:bc:37:cd|bond1 10.1.0.154 3c:15:fb:09:bf:e4|eth0  3c:15:fb:09:bf:e4|eth1  3c:15:fb:09:bf:e4|gre0  fe:ff:ff:ff:ff:ff|gre66134  fe:ff:ff:ff:ff:ff|gre66476  fe:ff:ff:ff:ff:ff|gre66676  fe:ff:ff:ff:ff:ff|gre67264  fe:ff:ff:ff:ff:ff|lo 127.0.0.1 00:00:00:00:00:00|vbr0  fe:ff:ff:ff:ff:ff|vbr66134  fe:54:00:67:d3:c8|vbr66476  fe:54:00:08:13:e9|vbr66676  fe:54:00:18:c1:46|vbr67264  fe:54:00:3a:a3:c0|veni_vFsp94jj  fe:90:6f:32:bc:45|veni_vFspOC4T  fe:90:6f:c9:d1:07|veni_vFspZsdZ  fe:90:6f:f1:3d:bb|veni_vFsphfBG  fe:90:6f:50:7d:a4|veth_0813E9a7  fe:54:00:08:13:e9|veth_18C14645  fe:54:00:18:c1:46|veth_2566E426  fe:54:00:25:66:e4|veth_35A2B015  fe:54:00:35:a2:b0|veth_3AA3C053  fe:54:00:3a:a3:c0|veth_4A307Acb  fe:54:00:4a:30:7a|veth_67D3C85d  fe:54:00:67:d3:c8|veth_78953A69  fe:54:00:78:95:3a|veth_7D7B36ec  fe:54:00:7d:7b:36|veth_9BB28Fd3  fe:54:00:9b:b2:8f|veth_B84653d8  fe:54:00:b8:46:53|veth_BFA6B8e1  fe:54:00:bf:a6:b8|veth_C82F62da  fe:54:00:c8:2f:62|veth_E3254F9f  fe:54:00:e3:25:4f,0,NULL,NULL,0,0,NULL,hongkong,hkaz2,0,1
242,TYSV19030377,2102312LEQ10K3000163,TKO-VPC母机,NULL,Y0-M35-10,0,2,DC-TKO,1002,0,0101-C21,TYSV19030377,10,2U,ServerFarm bonding区1,Y0-M35-10(6133*2/16G*24/480G*1/10GE*2),10.1.0.152,NULL,NULL,NORAID,Tencent tlinux release 2.2 (Final3),NULL,HW,NULL,306,NULL,NULL,2019-05-25 10:17:22,NULL,NULL,0,NULL,NULL,bond0  f6:59:b6:8b:5c:ba|bond1 10.1.0.152 f4:1d:6b:70:31:b0|eth0  f4:1d:6b:70:31:b0|eth1  f4:1d:6b:70:31:b0|gre0  fe:ff:ff:ff:ff:ff|gre67264  fe:ff:ff:ff:ff:ff|lo 127.0.0.1 00:00:00:00:00:00|vbr0  fe:ff:ff:ff:ff:ff|vbr67264  fe:54:00:04:a4:41|veth_04A4416b  fe:54:00:04:a4:41|veth_19838B2f  fe:54:00:19:83:8b|veth_26A08F71  fe:54:00:26:a0:8f|veth_2A0A41e7  fe:54:00:2a:0a:41|veth_348940e9  fe:54:00:34:89:40|veth_79D8F90d  fe:54:00:79:d8:f9|veth_B5CC6Ebd  fe:54:00:b5:cc:6e|veth_B767FBa1  fe:54:00:b7:67:fb|veth_C79FCA44  fe:54:00:c7:9f:ca|veth_FEC9A3fe  fe:54:00:fe:c9:a3,0,NULL,NULL,0,0,NULL,hongkong,hkaz2,0,1
243,TYSV19030364,2102312LTA10K3000071,TKO-自定义镜像,NULL,CG1-10G,0,2,DC-TKO,1002,0,0101-C21,TYSV19030364,9,2U,ServerFarm bonding区1,CG1-10G(6133*2/16G*16/480G*6/10GE*2),10.1.0.150,NULL,NULL,RAID5,Tencent tlinux release 2.2 (Final3),NULL,HW,NULL,312,NULL,NULL,2019-05-25 10:17:22,NULL,NULL,0,NULL,NULL,bond0  16:d4:dd:12:fc:5b|bond1 10.1.0.150 44:82:e5:00:c1:59|eth0  44:82:e5:00:c1:59|eth1  44:82:e5:00:c1:59|gre0  fe:ff:ff:ff:ff:ff|lo 127.0.0.1 00:00:00:00:00:00|vbr0  fe:ff:ff:ff:ff:ff,0,NULL,NULL,0,0,NULL,hongkong,hkaz2,0,0
244,TYSV1903038T,2102312HSA10K3000005,jja_CBS快照-zk-3,NULL,SH1-10G,0,2,DC-TKO,1002,0,0101-C21,TYSV1903038T,8,2U,ServerFarm bonding区1,SH1-10G(4110*2/16G*4/480G*1/NVMeSSD-1.8T*4/10GE*2),10.1.0.148,NULL,NULL,NORAID,Tencent tlinux release 2.2 (Final),NULL,HW,NULL,0,NULL,NULL,2019-05-25 10:17:22,NULL,NULL,0,NULL,NULL,bond1  fc:bc:d1:bd:e5:0d|eth0  fc:bc:d1:bd:e5:0d|eth1  fc:bc:d1:bd:e5:0d|lo  00:00:00:00:00:00,0,NULL,NULL,0,0,NULL,hongkong,hkaz2,0,4
245,TYSV1903039T,2102311XBJN0K4000006,jja_COS存储-3,NULL,Y0-SW02-10G,0,2,DC-TKO,1002,0,0101-C22,TYSV1903039T,7,2U,ServerFarm bonding区1,Y0-SW02-10G(4110*2/16G*8/480G*1/4T*10/NVMeSSD-3.2T*2/10GE*2),10.1.1.44,NULL,NULL,NORAID,Tencent tlinux release 2.2 (Final-SecFix),NULL,HW,NULL,0,NULL,NULL,2019-05-25 10:17:22,NULL,NULL,0,NULL,NULL,bond1  9c:74:1a:1e:20:9c|eth0  9c:74:1a:1e:20:9c|eth1  9c:74:1a:1e:20:9c|lo  00:00:00:00:00:00,0,NULL,NULL,0,0,NULL,hongkong,hkaz2,0,5
246,TYSV19030342,2102312LTA10K3000094,TCS_node,NULL,CG1-10G,0,2,DC-TKO,1002,0,0101-C21,TYSV19030342,5,2U,ServerFarm bonding区1,CG1-10G(6133*2/16G*16/480G*6/10GE*2),10.1.0.142,NULL,NULL,RAID5,TencentOS Server 2.4 (TK3-0016),NULL,HW,NULL,0,NULL,NULL,2019-05-25 10:17:22,NULL,NULL,0,,NULL,bond1 10.1.0.142 44:82:e5:00:c2:78|eth0  44:82:e5:00:c2:78|eth1  44:82:e5:00:c2:78|flannel.ipip 192.168.8.0 0a:01:00:8e|lo 127.0.0.1 00:00:00:00:00:00|tunl0  00:00:00:00|tunl1 127.0.1.1 0a:01:00:8e|tunl2 127.0.1.2 0a:01:00:8e|tunl3 127.0.1.3 0a:01:00:8e|tunl4 127.0.1.4 0a:01:00:8e|tunl5 127.0.1.5 0a:01:00:8e|tunl6 127.0.1.6 0a:01:00:8e|tunl7 127.0.1.7 0a:01:00:8e|tunl8 127.0.1.8 0a:01:00:8e|v-h003ee0525  6a:1c:8b:73:50:90|v-h16895df6c  66:98:6c:03:84:93|v-h178a397c4  92:fc:80:b2:5a:42|v-h1af450143  2e:9b:cb:b1:b1:79|v-h1c165a515  32:4c:05:3b:77:81|v-h1ca36ef20  0a:f3:4c:e6:66:3c|v-h203bdfd71  5e:40:ee:ad:7e:78|v-h20aa065bb  a6:a7:98:d3:58:4e|v-h22931c323  ee:0a:c2:9b:bb:22|v-h24be34906  4a:bf:1a:de:02:d1|v-h282fd36fb  5a:57:35:5a:d3:3d|v-h2ad57fc19  92:ba:8f:13:40:c4|v-h2b2c02dbb  8a:95:ea:38:90:97|v-h2e2028e8c  62:06:92:bf:e9:96|v-h2e8ff4d5a  4e:5b:c4:70:ab:39|v-h2f2024509  0e:18:0e:56:0f:41|v-h3037f10e2  8e:1d:31:ed:a0:fc|v-h321795af6  ae:ef:7d:c2:9a:6e|v-h356b3545e  22:75:c2:06:e1:70|v-h37879e8d7  82:b8:66,0,NULL,NULL,0,0,NULL,hongkong,hkaz2,0,2
247,TYSV1903034R,2102312LTA10K3000064,将军澳内7-2,NULL,CG1-10G,0,2,DC-TKO,1002,0,0101-C21,TYSV1903034R,4,2U,ServerFarm bonding区1,CG1-10G(6133*2/16G*16/480G*6/10GE*2),10.1.0.178,NULL,NULL,2RAID1+4RAID10,Tencent tlinux release 2.2 (Final),NULL,HW,NULL,0,NULL,NULL,2019-05-25 10:17:22,NULL,NULL,0,ntpd|dcos_agent_collect|dcos_agent_report|core_monitor|l7_agent|l7_health_check|nginx,NULL,bond1 10.1.0.178 f4:1d:6b:69:eb:da|eth0  f4:1d:6b:69:eb:da|eth1  f4:1d:6b:69:eb:da|ipv6br  d6:9c:62:10:33:c4|ipv6ns-nic  d6:9c:62:10:33:c4|lo 127.0.0.1 00:00:00:00:00:00,0,NULL,NULL,0,0,NULL,hongkong,hkaz2,0,3
248,TYSV1903037T,2102312LTA10K3000030,jja_CBS-transfer-2,NULL,CG1-10G,0,2,DC-TKO,1002,0,0101-C21,TYSV1903037T,3,2U,ServerFarm bonding区1,CG1-10G(6133*2/16G*16/480G*6/10GE*2),10.1.0.138,NULL,NULL,2RAID1+4RAID10,Tencent tlinux release 2.2 (Final),NULL,HW,NULL,0,NULL,NULL,2019-05-25 10:17:22,NULL,NULL,0,NULL,NULL,bond1  f4:1d:6b:2b:06:41|eth0  f4:1d:6b:2b:06:41|eth1  f4:1d:6b:2b:06:41|lo  00:00:00:00:00:00,0,NULL,NULL,0,0,NULL,hongkong,hkaz2,0,4
249,TYSV1903037J,2102312LTA10K3000058,jja_CBS-master-2,NULL,CG1-10G,0,2,DC-TKO,1002,0,0101-C21,TYSV1903037J,2,2U,ServerFarm bonding区1,CG1-10G(6133*2/16G*16/480G*6/10GE*2),10.1.0.136,NULL,NULL,2RAID1+4RAID10,Tencent tlinux release 2.2 (Final),NULL,HW,NULL,0,NULL,NULL,2019-05-25 10:17:22,NULL,NULL,0,NULL,NULL,bond1  f4:1d:6b:69:ec:58|eth0  f4:1d:6b:69:ec:58|eth1  f4:1d:6b:69:ec:58|lo  00:00:00:00:00:00,0,NULL,NULL,0,0,NULL,hongkong,hkaz2,0,4
250,TYSV1903037X,2102312LTA10K3000050,tko-jnsgw_02,NULL,CG1-10G,0,2,DC-TKO,1002,0,0101-D21,TYSV1903037X,2,2U,ServerFarm TGW1,CG1-10G(6133*2/16G*16/480G*6/10GE*2),10.1.132.138,NULL,NULL,2RAID1+4RAID10,Tencent tlinux release 2.2 (Final2),NULL,HW,NULL,0,NULL,NULL,2019-05-25 10:17:22,NULL,NULL,0,NULL,NULL,dummy0 10.1.170.6 0a:7d:2e:a2:dd:1e|dump0  5a:2c:53:3b:66:0d|eth0  f4:1d:6b:69:eb:b7|lo 127.0.0.1 00:00:00:00:00:00|vnic0 10.1.132.138 f4:1d:6b:69:eb:b8,0,NULL,NULL,0,0,NULL,hongkong,hkaz2,0,2
251,TYSV1903033N,2102312FJT10K3000008,大数据,NULL,Y0-BI01-10G,0,2,DC-TKO,1002,0,0101-C22,TYSV1903033N,5,2U,ServerFarm bonding区1,Y0-BI01-10G(6133*2/16G*12/480G*2/4T*12/10GE*2),10.1.1.4,NULL,NULL,NORAID,Tencent tlinux release 2.2 (Final),NULL,HW,NULL,0,NULL,NULL,2019-05-25 10:17:22,NULL,NULL,0,NULL,NULL,bond1 10.1.1.4 f4:1d:6b:07:6b:da|lo 127.0.0.1 00:00:00:00:00:00,0,NULL,NULL,0,0,NULL,hongkong,hkaz2,0,7
252,TYSV1903036Y,2102312FJT10K3000003,大数据,NULL,Y0-BI01-10G,0,2,DC-TKO,1002,0,0101-C22,TYSV1903036Y,4,2U,ServerFarm bonding区1,Y0-BI01-10G(6133*2/16G*12/480G*2/4T*12/10GE*2),10.1.1.5,NULL,NULL,NORAID,Tencent tlinux release 2.2 (Final),NULL,HW,NULL,0,NULL,NULL,2019-05-25 10:17:22,NULL,NULL,0,NULL,NULL,bond1 10.1.1.5 f4:1d:6b:f8:81:c3|lo 127.0.0.1 00:00:00:00:00:00,0,NULL,NULL,0,0,NULL,hongkong,hkaz2,0,7
253,TYSV19030391,2102312FJT10K3000005,大数据,NULL,Y0-BI01-10G,0,2,DC-TKO,1002,0,0101-C22,TYSV19030391,3,2U,ServerFarm bonding区1,Y0-BI01-10G(6133*2/16G*12/480G*2/4T*12/10GE*2),10.1.1.6,NULL,NULL,NORAID,Tencent tlinux release 2.2 (Final),NULL,HW,NULL,0,NULL,NULL,2019-05-25 10:17:22,NULL,NULL,0,NULL,NULL,bond1 10.1.1.6 fc:bc:d1:b6:62:2a|lo 127.0.0.1 00:00:00:00:00:00,0,NULL,NULL,0,0,NULL,hongkong,hkaz2,0,7
254,TYSV1903037R,2102312FJT10K3000006,大数据,NULL,Y0-BI01-10G,0,2,DC-TKO,1002,0,0101-C22,TYSV1903037R,2,2U,ServerFarm bonding区1,Y0-BI01-10G(6133*2/16G*12/480G*2/4T*12/10GE*2),10.1.1.7,NULL,NULL,NORAID,Tencent tlinux release 2.2 (Final),NULL,HW,NULL,0,NULL,NULL,2019-05-25 10:17:22,NULL,NULL,0,NULL,NULL,bond1 10.1.1.7 fc:bc:d1:b6:62:31|lo 127.0.0.1 00:00:00:00:00:00,0,NULL,NULL,0,0,NULL,hongkong,hkaz2,0,7
255,TYSV19030389,2102312FJT10K3000007,大数据,NULL,Y0-BI01-10G,0,2,DC-TKO,1002,0,0101-C22,TYSV19030389,1,2U,ServerFarm bonding区1,Y0-BI01-10G(6133*2/16G*12/480G*2/4T*12/10GE*2),10.1.1.8,NULL,NULL,NORAID,Tencent tlinux release 2.2 (Final),NULL,HW,NULL,0,NULL,NULL,2019-05-25 10:17:22,NULL,NULL,0,NULL,NULL,bond1 10.1.1.8 fc:bc:d1:b6:62:15|lo 127.0.0.1 00:00:00:00:00:00,0,NULL,NULL,0,0,NULL,hongkong,hkaz2,0,7
256,TYSV1903034N,2102312HSB10K3000047,数据库,NULL,SH3-10G,0,2,DC-TKO,1002,0,0101-D12,TYSV1903034N,1,2U,ServerFarm bonding区1,SH3-10G(4110*2/16G*8/600G*6/NVMeSSD-3.2T*1/10GE*2),10.1.5.7,NULL,NULL,RAID1+0,Tencent tlinux release 2.2 (Final),NULL,HW,NULL,0,NULL,NULL,2019-05-25 10:17:22,NULL,NULL,0,NULL,NULL,bond1 10.1.1.132 fc:bc:d1:bd:e5:3e|lo 127.0.0.1 00:00:00:00:00:00,0,NULL,NULL,0,0,NULL,hongkong,hkaz2,1,7
257,TYSV1903034M,2102312HSB10K3000051,数据库,NULL,SH3-10G,0,2,DC-TKO,1002,0,0101-C22,TYSV1903034M,10,2U,ServerFarm bonding区1,SH3-10G(4110*2/16G*8/600G*6/NVMeSSD-3.2T*1/10GE*2),10.1.1.35,NULL,NULL,NORAID,Tencent tlinux release 2.2 (Final),NULL,HW,NULL,0,NULL,NULL,2019-05-25 10:17:22,NULL,NULL,0,NULL,NULL,bond1 10.1.1.133 fc:bc:d1:bd:e5:e6|lo 127.0.0.1 00:00:00:00:00:00,0,NULL,NULL,0,0,NULL,hongkong,hkaz2,1,7
258,TYSV19030347,2102312HSB10K3000050,数据库,NULL,SH3-10G,0,2,DC-TKO,1002,0,0101-D12,TYSV19030347,10,2U,ServerFarm bonding区1,SH3-10G(4110*2/16G*8/600G*6/NVMeSSD-3.2T*1/10GE*2),10.1.5.16,NULL,NULL,RAID1+0,Tencent tlinux release 2.2 (Final),NULL,HW,NULL,0,NULL,NULL,2019-05-25 10:17:22,NULL,NULL,0,NULL,NULL,bond1 10.1.1.134 fc:bc:d1:bd:e6:87|lo 127.0.0.1 00:00:00:00:00:00,0,NULL,NULL,0,0,NULL,hongkong,hkaz2,1,7
259,TYSV1903038M,2102312HSB10K3000002,数据库,NULL,SH3-10G,0,2,DC-TKO,1002,0,0101-D22,TYSV1903038M,7,2U,ServerFarm bonding区1,SH3-10G(4110*2/16G*8/600G*6/NVMeSSD-3.2T*1/10GE*2),10.1.1.34,NULL,NULL,RAID1+0,Tencent tlinux release 2.2 (Final),NULL,HW,NULL,0,NULL,NULL,2019-05-25 10:17:22,NULL,NULL,0,NULL,NULL,bond1 10.1.1.135 48:f8:db:4d:08:32|lo 127.0.0.1 00:00:00:00:00:00,0,NULL,NULL,0,0,NULL,hongkong,hkaz2,1,7
260,TYSV1903039E,2102312HSB10K3000019,数据库,NULL,SH3-10G,0,2,DC-TKO,1002,0,0101-D22,TYSV1903039E,6,2U,ServerFarm bonding区1,SH3-10G(4110*2/16G*8/600G*6/NVMeSSD-3.2T*1/10GE*2),10.1.1.29,NULL,NULL,NORAID,Tencent tlinux release 2.2 (Final),NULL,HW,NULL,0,NULL,NULL,2019-05-25 10:17:22,NULL,NULL,0,NULL,NULL,bond1 10.1.1.136 48:f8:db:4d:09:74|lo 127.0.0.1 00:00:00:00:00:00,0,NULL,NULL,0,0,NULL,hongkong,hkaz2,1,7
261,TYSV1903036R,2102312HSB10K3000008,数据库,NULL,SH3-10G,0,2,DC-TKO,1002,0,0101-D12,TYSV1903036R,11,2U,ServerFarm bonding区1,SH3-10G(4110*2/16G*8/600G*6/NVMeSSD-3.2T*1/10GE*2),10.1.5.17,NULL,NULL,NORAID,Tencent tlinux release 2.2 (Final),NULL,HW,NULL,0,NULL,NULL,2019-05-25 10:17:22,NULL,NULL,0,NULL,NULL,bond1 10.1.1.137 f4:1d:6b:89:42:e6|lo 127.0.0.1 00:00:00:00:00:00,0,NULL,NULL,0,0,NULL,hongkong,hkaz2,1,7
262,TYSV1903036P,2102312HSB10K3000036,数据库,NULL,SH3-10G,0,2,DC-TKO,1002,0,0101-D22,TYSV1903036P,10,2U,ServerFarm bonding区1,SH3-10G(4110*2/16G*8/600G*6/NVMeSSD-3.2T*1/10GE*2),10.1.1.30,NULL,NULL,NORAID,Tencent tlinux release 2.2 (Final),NULL,HW,NULL,0,NULL,NULL,2019-05-25 10:17:22,NULL,NULL,0,NULL,NULL,bond1 10.1.1.138 fc:bc:d1:bd:ed:fe|lo 127.0.0.1 00:00:00:00:00:00,0,NULL,NULL,0,0,NULL,hongkong,hkaz2,1,7
263,TYSV1903035G,2102312HSB10K3000042,数据库,NULL,SH3-10G,0,2,DC-TKO,1002,0,0101-D12,TYSV1903035G,12,2U,ServerFarm bonding区1,SH3-10G(4110*2/16G*8/600G*6/NVMeSSD-3.2T*1/10GE*2),10.1.5.18,NULL,NULL,RAID1+0,Tencent tlinux release 2.2 (Final),NULL,HW,NULL,0,NULL,NULL,2019-05-25 10:17:22,NULL,NULL,0,NULL,NULL,bond1 10.1.1.139 fc:bc:d1:bd:e6:41|lo 127.0.0.1 00:00:00:00:00:00,0,NULL,NULL,0,0,NULL,hongkong,hkaz2,1,7
264,TYSV1903037N,2102312HSB10K3000028,数据库,NULL,SH3-10G,0,2,DC-TKO,1002,0,0101-D12,TYSV1903037N,4,2U,ServerFarm bonding区1,SH3-10G(4110*2/16G*8/600G*6/NVMeSSD-3.2T*1/10GE*2),10.1.5.10,NULL,NULL,NORAID,Tencent tlinux release 2.2 (Final),NULL,HW,NULL,0,NULL,NULL,2019-05-25 10:17:22,NULL,NULL,0,NULL,NULL,bond1 10.1.1.140 48:f8:db:4d:0a:07|lo 127.0.0.1 00:00:00:00:00:00,0,NULL,NULL,0,0,NULL,hongkong,hkaz2,1,7
265,TYSV19030383,2102312HSB10K3000049,数据库,NULL,SH3-10G,0,2,DC-TKO,1002,0,0101-C23,TYSV19030383,4,2U,ServerFarm bonding区,SH3-10G(4110*2/16G*8/600G*6/NVMeSSD-3.2T*1/10GE*2),10.1.1.22,NULL,NULL,NORAID,Tencent tlinux release 2.2 (Final),NULL,HW,NULL,0,NULL,NULL,2019-05-25 10:17:22,NULL,NULL,0,NULL,NULL,bond1 10.1.1.141 fc:bc:d1:bd:e6:5d|lo 127.0.0.1 00:00:00:00:00:00,0,NULL,NULL,0,0,NULL,hongkong,hkaz2,1,7
266,TYSV1903037M,2102312HSB10K3000035,数据库,NULL,SH3-10G,0,2,DC-TKO,1002,0,0101-D12,TYSV1903037M,5,2U,ServerFarm bonding区1,SH3-10G(4110*2/16G*8/600G*6/NVMeSSD-3.2T*1/10GE*2),10.1.5.11,NULL,NULL,NORAID,Tencent tlinux release 2.2 (Final),NULL,HW,NULL,0,NULL,NULL,2019-05-25 10:17:22,NULL,NULL,0,NULL,NULL,bond1 10.1.1.142 fc:bc:d1:bd:ed:64|lo 127.0.0.1 00:00:00:00:00:00,0,NULL,NULL,0,0,NULL,hongkong,hkaz2,1,7
267,TYSV1903038N,2102312HSB10K3000027,数据库,NULL,SH3-10G,0,2,DC-TKO,1002,0,0101-C23,TYSV1903038N,5,2U,ServerFarm bonding区,SH3-10G(4110*2/16G*8/600G*6/NVMeSSD-3.2T*1/10GE*2),10.1.1.23,NULL,NULL,NORAID,Tencent tlinux release 2.2 (Final),NULL,HW,NULL,0,NULL,NULL,2019-05-25 10:17:22,NULL,NULL,0,NULL,NULL,bond1 10.1.1.143 48:f8:db:4d:0a:0e|lo 127.0.0.1 00:00:00:00:00:00,0,NULL,NULL,0,0,NULL,hongkong,hkaz2,1,7
268,TYSV19030375,2102312HSB10K3000030,数据库,NULL,SH3-10G,0,2,DC-TKO,1002,0,0101-D12,TYSV19030375,2,2U,ServerFarm bonding区1,SH3-10G(4110*2/16G*8/600G*6/NVMeSSD-3.2T*1/10GE*2),10.1.5.8,NULL,NULL,NORAID,Tencent tlinux release 2.2 (Final),NULL,HW,NULL,0,NULL,NULL,2019-05-25 10:17:22,NULL,NULL,0,NULL,NULL,bond1 10.1.1.144 48:f8:db:4d:09:e4|lo 127.0.0.1 00:00:00:00:00:00,0,NULL,NULL,0,0,NULL,hongkong,hkaz2,1,7
269,TYSV19030376,2102312HSB10K3000044,数据库,NULL,SH3-10G,0,2,DC-TKO,1002,0,0101-C23,TYSV19030376,8,2U,ServerFarm bonding区,SH3-10G(4110*2/16G*8/600G*6/NVMeSSD-3.2T*1/10GE*2),10.1.1.26,NULL,NULL,RAID1+0,Tencent tlinux release 2.2 (Final),NULL,HW,NULL,0,NULL,NULL,2019-05-25 10:17:22,NULL,NULL,0,NULL,NULL,bond1 10.1.1.145 fc:bc:d1:bd:e5:ed|lo 127.0.0.1 00:00:00:00:00:00,0,NULL,NULL,0,0,NULL,hongkong,hkaz2,1,7
270,TYSV1903037L,2102312HSB10K3000029,数据库,NULL,SH3-10G,0,2,DC-TKO,1002,0,0101-D12,TYSV1903037L,3,2U,ServerFarm bonding区1,SH3-10G(4110*2/16G*8/600G*6/NVMeSSD-3.2T*1/10GE*2),10.1.5.9,NULL,NULL,NORAID,Tencent tlinux release 2.2 (Final),NULL,HW,NULL,0,NULL,NULL,2019-05-25 10:17:22,NULL,NULL,0,NULL,NULL,bond1 10.1.1.146 48:f8:db:4d:09:dd|lo 127.0.0.1 00:00:00:00:00:00,0,NULL,NULL,0,0,NULL,hongkong,hkaz2,1,7
271,TYSV1903035F,2102312HSB10K3000053,数据库,NULL,SH3-10G,0,2,DC-TKO,1002,0,0101-C23,TYSV1903035F,9,2U,ServerFarm bonding区,SH3-10G(4110*2/16G*8/600G*6/NVMeSSD-3.2T*1/10GE*2),10.1.1.27,NULL,NULL,NORAID,Tencent tlinux release 2.2 (Final),NULL,HW,NULL,0,NULL,NULL,2019-05-25 10:17:22,NULL,NULL,0,NULL,NULL,bond1 10.1.1.147 fc:bc:d1:bd:e5:df|lo 127.0.0.1 00:00:00:00:00:00,0,NULL,NULL,0,0,NULL,hongkong,hkaz2,1,7
272,TYSV1903036W,2102312HSB10K3000052,数据库,NULL,SH3-10G,0,2,DC-TKO,1002,0,0101-D12,TYSV1903036W,6,2U,ServerFarm bonding区1,SH3-10G(4110*2/16G*8/600G*6/NVMeSSD-3.2T*1/10GE*2),10.1.5.12,NULL,NULL,NORAID,Tencent tlinux release 2.2 (Final),NULL,HW,NULL,0,NULL,NULL,2019-05-25 10:17:22,NULL,NULL,0,NULL,NULL,bond1 10.1.1.148 fc:bc:d1:bd:e5:f4|lo 127.0.0.1 00:00:00:00:00:00,0,NULL,NULL,0,0,NULL,hongkong,hkaz2,1,7
273,TYSV1903038J,2102312HSB10K3000011,数据库,NULL,SH3-10G,0,2,DC-TKO,1002,0,0101-D12,TYSV1903038J,9,2U,ServerFarm bonding区1,SH3-10G(4110*2/16G*8/600G*6/NVMeSSD-3.2T*1/10GE*2),10.1.5.15,NULL,NULL,RAID1+0,Tencent tlinux release 2.2 (Final),NULL,HW,NULL,0,NULL,NULL,2019-05-25 10:17:22,NULL,NULL,0,NULL,NULL,bond1 10.1.1.149 48:f8:db:4d:07:d7|lo 127.0.0.1 00:00:00:00:00:00,0,NULL,NULL,0,0,NULL,hongkong,hkaz2,1,7
